BERTEC_ForceData
HEADER_LENGTH,1
N_OF_SAMPLES,25206
DATA_STARTS
Time (s),AUX,SYNC,1:FX,1:FY,1:FZ,1:MX,1:MY,1:MZ,1:COPX,1:COPY,1:COGX,1:COGY,1:SWAYANGLE,2:FX,2:FY,2:FZ,2:MX,2:MY,2:MZ,2:COPX,2:COPY,2:COGX,2:COGY,2:SWAYANGLE
8434.622,0,255,5.034,-61.6708,150.117,97.918,38.5074,2.90468,-0.256516,0.652277,-0.19878,0.557884,-48.8677,-2.27295,1.42139,2.37573,2.61743,-0.744293,2.20801,0,0,0,0,0
8434.623,0,255,-1.83249,-64.5699,130.891,82.0487,33.9908,8.88615,-0.259687,0.626848,-0.198889,0.558534,-48.9363,-0.136719,1.87915,2.68091,2.37329,-0.866364,0.743164,0,0,0,0,0
8434.624,0,255,-9.6145,-65.6381,113.191,68.621,28.8638,17.187,-0.255002,0.606242,-0.198999,0.55918,-49.0048,2.30469,2.03174,0.544678,0.176025,-0.133942,-0.965851,0,0,0,0,0
8434.625,0,255,-16.0232,-63.9596,100.068,59.8318,24.2251,24.7554,-0.242086,0.597911,-0.19911,0.559824,-49.0729,3.83057,1.42139,-2.2019,-2.75366,0.842621,-2.43069,0,0,0,0,0
8434.626,0,255,-18.6172,-59.0768,90.6077,54.949,20.9292,28.9058,-0.230987,0.606449,-0.199222,0.560464,-49.1408,4.28833,0.353271,-3.11743,-3.73022,1.20883,-3.28519,0,0,0,0,0
8434.627,0,255,-16.7862,-51.5999,81.1471,51.2869,18.854,28.4175,-0.232343,0.632023,-0.199333,0.5611,-49.2084,3.83057,-0.867432,-2.2019,-2.50952,0.842621,-3.40726,0,0,0,0,0
8434.628,0,255,-11.5981,-42.1394,69.2452,45.4275,17.0229,24.3891,0,0,0,0,0,2.60986,-1.93555,0.239502,0.420166,0.110199,-3.04105,0,0,0,0,0
8434.629,0,255,-5.6472,-32.0686,57.0382,38.5916,14.5815,19.2622,0,0,0,0,0,1.08398,-2.5459,1.76538,2.61743,-0.500153,-2.18655,0,0,0,0,0
8434.630,0,255,-0.916955,-23.0659,46.9673,32.2438,11.5297,14.0131,0,0,0,0,0,-0.594482,-2.69849,0.849854,2.12915,-0.378082,-1.08792,0,0,0,0,0
8434.631,0,255,3.35552,-16.0468,40.2534,29.3141,8.96625,7.78751,0,0,0,0,0,-2.27295,-2.39331,-0.981201,0.908447,0.110199,0.0107422,0,0,0,0,0
8434.632,0,255,8.08577,-11.6217,35.3706,28.0934,7.98969,-0.0250187,0,0,0,0,0,-3.34109,-1.3252,-1.28638,0.420166,0.232269,1.10938,0,0,0,0,0
8434.633,0,255,12.2057,-9.02773,30.1826,22.9664,7.74554,-7.47134,0,0,0,0,0,-3.79886,0.505859,0.239502,1.39673,-0.256012,2.45215,0,0,0,0,0
8434.634,0,255,13.1212,-7.95961,21.6377,12.7125,6.40277,-12.2321,0,0,0,0,0,-3.64627,2.03174,2.68091,2.86157,-0.988434,3.30664,0,0,0,0,0
8434.635,0,255,10.6798,-8.26479,10.3461,-0.959473,4.0834,-12.8425,0,0,0,0,0,-2.42554,3.09985,2.98608,2.61743,-1.23257,3.18457,0,0,0,0,0
8434.636,0,255,5.18659,-9.63809,1.80115,-7.30713,1.642,-8.93619,0,0,0,0,0,-0.74707,3.40503,0.544678,-0.312256,-0.500153,2.33008,0,0,0,0,0
8434.637,0,255,-1.83249,-10.7062,2.10632,-0.227051,0.543365,-1.85608,0,0,0,0,0,0.931396,2.64209,-2.50708,-3.48608,0.59848,0.865234,0,0,0,0,0
8434.638,0,255,-7.78344,-9.63809,7.90466,11.9801,0.421295,4.85781,0,0,0,0,0,2.1521,1.11621,-3.72778,-3.97437,1.08676,-0.355499,0,0,0,0,0
8434.639,0,255,-10.0723,-5.36561,12.4823,19.3043,1.03165,8.03165,0,0,0,0,0,2.76245,-0.562256,-1.89673,-1.7771,0.720551,-1.45413,0,0,0,0,0
8434.640,0,255,-8.08861,1.34829,10.3461,15.6422,1.39786,7.66544,0,0,0,0,0,2.45728,-2.24072,0.849854,1.39673,-0.0118713,-2.18655,0,0,0,0,0
8434.641,0,255,-3.96873,8.97771,2.4115,3.19104,0.421295,5.10195,0,0,0,0,0,1.69434,-3.46143,2.07056,2.86157,-0.500153,-2.55276,0,0,0,0,0
8434.642,0,255,0.303753,14.9287,-4.91272,-7.55127,-0.677338,2.4164,0,0,0,0,0,0.931396,-3.7666,0.849854,1.64087,-0.133942,-2.55276,0,0,0,0,0
8434.643,0,255,3.35552,16.7597,-7.6593,-9.74854,-1.16562,-0.0250187,0,0,0,0,0,-0.441895,-3.30884,-1.28638,-0.556396,0.35434,-2.06448,0,0,0,0,0
8434.644,0,255,5.034,14.6235,-2.47131,-1.93604,-0.677338,-2.46643,0,0,0,0,0,-1.35742,-1.78296,-2.2019,-1.28882,0.47641,-1.20999,0,0,0,0,0
8434.645,0,255,5.64435,9.1303,4.24255,6.85315,0.0550842,-4.54164,0,0,0,0,0,-1.96777,0.200684,-0.0656738,0.176025,-0.0118713,-0.111328,0,0,0,0,0
8434.646,0,255,6.2547,2.41641,6.98914,10.027,0.909576,-5.76235,0,0,0,0,0,-2.12036,2.03174,2.37573,1.88501,-0.744293,0.865234,0,0,0,0,0
8434.647,0,255,5.64435,-3.83972,4.24255,7.82971,1.642,-5.39613,0,0,0,0,0,-1.81519,3.40503,2.68091,1.88501,-0.866364,1.71973,0,0,0,0,0
8434.648,0,255,2.2874,-8.56997,0.275269,5.38831,1.51993,-3.19886,0,0,0,0,0,-1.51001,3.86279,0.544678,-0.312256,-0.256012,2.45215,0,0,0,0,0
8434.649,0,255,-3.20578,-10.2484,-1.55579,4.65588,0.787506,0.707406,0,0,0,0,0,-0.74707,3.09985,-2.2019,-2.50952,0.47641,2.45215,0,0,0,0,0
8434.650,0,255,-9.6145,-8.56997,-0.945435,3.19104,-0.677338,5.46817,0,0,0,0,0,0.321045,1.87915,-3.11743,-2.50952,0.842621,1.71973,0,0,0,0,0
8434.651,0,255,-14.1922,-3.83972,0.580444,0.0170898,-1.89804,8.88615,0,0,0,0,0,1.23657,0.353271,-1.28638,-0.556396,0.35434,0.865234,0,0,0,0,0
8434.652,0,255,-14.0396,2.41641,-0.0299072,-5.59814,-2.02011,9.00822,0,0,0,0,0,1.69434,-1.3252,0.849854,2.12915,-0.133942,-0.111328,0,0,0,0,0
8434.653,0,255,-9.46191,8.06218,-3.38684,-9.99268,-0.799408,6.20059,0,0,0,0,0,1.69434,-3.00366,2.07056,2.86157,-0.378082,-1.33206,0,0,0,0,0
8434.654,0,255,-2.59543,11.4191,-5.2179,-7.79541,0.543365,2.53847,0,0,0,0,0,1.23657,-3.7666,1.15503,1.64087,-0.133942,-2.06448,0,0,0,0,0
8434.655,0,255,3.35552,12.1821,-2.16614,1.48193,1.39786,-1.00159,0,0,0,0,0,0.321045,-3.61401,-0.676025,-0.312256,0.232269,-2.06448,0,0,0,0,0
8434.656,0,255,7.628,10.8088,6.07361,13.6891,2.00821,-4.41957,0,0,0,0,0,-0.441895,-2.69849,-1.28638,-0.800537,0.232269,-1.94241,0,0,0,0,0
8434.657,0,255,10.6798,7.90959,11.5668,19.7926,2.00821,-7.83755,0,0,0,0,0,-1.05225,-0.867432,-0.676025,-0.312256,-0.0118713,-1.45413,0,0,0,0,0
8434.658,0,255,12.9686,3.7897,8.51501,15.3981,1.642,-10.1569,0,0,0,0,0,-1.35742,0.963623,0.544678,0.664307,-0.133942,-0.843781,0,0,0,0,0
8434.659,0,255,13.579,-1.09313,-2.47131,1.48193,0.299225,-10.7672,0,0,0,0,0,-1.20483,2.4895,1.15503,1.15259,-0.256012,-0.233429,0,0,0,0,0
8434.660,0,255,10.8324,-5.5182,-13.7628,-12.6782,-1.77597,-8.81412,0,0,0,0,0,-0.899658,3.25244,0.239502,0.420166,-0.0118713,0.499023,0,0,0,0,0
8434.661,0,255,5.18659,-8.56997,-17.425,-18.0493,-3.48499,-5.02992,0,0,0,0,0,-0.594482,3.40503,-1.28638,-0.556396,0.232269,1.10938,0,0,0,0,0
8434.662,0,255,-1.22213,-9.4855,-10.7111,-11.4575,-3.11874,-0.879514,0,0,0,0,0,-0.289307,2.64209,-1.89673,-1.28882,0.35434,1.47559,0,0,0,0,0
8434.663,0,255,-6.41014,-7.95961,1.80115,0.993652,-0.433197,2.17226,0,0,0,0,0,0.321045,1.2688,-1.59155,-1.28882,0.35434,1.47559,0,0,0,0,0
8434.664,0,255,-10.2249,-4.60266,9.73572,9.5387,1.88614,4.4916,0,0,0,0,0,0.778809,-0.562256,-0.676025,-0.800537,0.232269,1.10938,0,0,0,0,0
8434.665,0,255,-12.5137,-0.635365,10.6512,11.9801,2.74063,7.05509,0,0,0,0,0,0.626221,-2.39331,0.239502,-0.0681152,-0.0118713,0.621094,0,0,0,0,0
8434.666,0,255,-13.124,3.48453,5.76843,8.56213,1.51993,9.37443,0,0,0,0,0,0.321045,-3.46143,0.849854,0.664307,-0.256012,0.254883,0,0,0,0,0
8434.667,0,255,-11.4456,7.29924,-0.335083,3.19104,-0.555267,9.37443,0,0,0,0,0,-0.136719,-3.7666,0.544678,0.664307,-0.133942,-0.355499,0,0,0,0,0
8434.668,0,255,-7.0205,9.89324,-2.77649,0.26123,-2.02011,5.71231,0,0,0,0,0,-0.441895,-3.15625,0.239502,0.664307,-0.0118713,-0.965851,0,0,0,0,0
8434.669,0,255,0.151165,10.1984,-1.25061,-0.715332,-1.53183,-0.635373,0,0,0,0,0,-0.74707,-1.93555,-0.0656738,0.908447,0.110199,-1.20999,0,0,0,0,0
8434.670,0,255,8.23836,7.14665,-0.640259,-2.42432,0.0550842,-6.98305,0,0,0,0,0,-0.74707,-0.104492,0.239502,0.908447,0.110199,-1.20999,0,0,0,0,0
8434.671,0,255,13.4264,1.1957,-4.91272,-6.33057,0.299225,-9.66861,0,0,0,0,0,-0.899658,1.72656,-0.37085,0.664307,-0.0118713,-1.08792,0,0,0,0,0
8434.672,0,255,13.579,-5.67078,-8.57483,-6.81885,-0.799408,-7.71548,0,0,0,0,0,-0.74707,2.94727,-0.37085,0.420166,-0.133942,-0.47757,0,0,0,0,0
8434.673,0,255,9.15389,-11.164,-6.13342,-1.20361,-1.53183,-2.71058,0,0,0,0,0,-0.289307,3.71021,-0.37085,-0.312256,-0.133942,-0.111328,0,0,0,0,0
8434.674,0,255,3.05035,-13.6054,1.1908,7.58557,-1.16562,1.43983,0,0,0,0,0,0.168457,3.55762,-0.0656738,-0.800537,-0.0118713,0.254883,0,0,0,0,0
8434.675,0,255,-1.98507,-12.8424,8.51501,14.1774,0.299225,2.66054,0,0,0,0,0,0.626221,2.33691,-0.0656738,-0.800537,-0.0118713,0.499023,0,0,0,0,0
8434.676,0,255,-4.88426,-8.56997,10.9564,13.2008,2.13028,1.68397,0,0,0,0,0,0.626221,0.353271,-0.0656738,-0.556396,-0.0118713,0.743164,0,0,0,0,0
8434.677,0,255,-6.71532,-2.00866,6.07361,3.43518,2.49649,1.07362,0,0,0,0,0,0.473633,-1.78296,-0.0656738,-0.0681152,-0.133942,0.743164,0,0,0,0,0
8434.678,0,255,-9.00415,4.70523,-4.60754,-9.99268,0.0550842,2.66054,0,0,0,0,0,0.168457,-3.46143,0.239502,0.664307,-0.133942,0.499023,0,0,0,0,0
8434.679,0,255,-10.6826,9.43548,-11.9318,-16.3403,-3.24081,5.59024,0,0,0,0,0,0.0158691,-4.22437,0.544678,1.64087,-0.133942,0.0107422,0,0,0,0,0
8434.680,0,255,-10.2249,10.8088,-7.96448,-8.77197,-3.97327,6.68887,0,0,0,0,0,-0.136719,-4.07178,0.849854,1.88501,-0.133942,-0.47757,0,0,0,0,0
8434.681,0,255,-6.41014,9.58806,3.32703,6.12073,-1.77597,4.24746,0,0,0,0,0,-0.441895,-2.85107,0.239502,1.39673,-0.0118713,-0.59964,0,0,0,0,0
8434.682,0,255,0.151165,6.23112,9.73572,15.1539,0.665436,-0.513302,0,0,0,0,0,-0.899658,-1.02002,-1.28638,0.176025,0.35434,-0.59964,0,0,0,0,0
8434.683,0,255,7.628,1.65346,8.20984,13.6891,2.37442,-5.02992,0,0,0,0,0,-1.20483,0.963623,-1.89673,-1.28882,0.47641,-0.233429,0,0,0,0,0
8434.684,0,255,12.2057,-2.92419,0.580444,5.14417,2.00821,-6.86098,0,0,0,0,0,-1.35742,2.94727,-0.981201,-1.53296,0.110199,0.132813,0,0,0,0,0
8434.685,0,255,12.0531,-6.58632,-7.04895,-3.64502,-0.555267,-5.5182,0,0,0,0,0,-1.20483,3.71021,0.849854,-0.556396,-0.256012,0.499023,0,0,0,0,0
8434.686,0,255,8.23836,-8.87514,-7.96448,-6.33057,-2.63046,-2.58851,0,0,0,0,0,-0.74707,3.71021,2.07056,0.664307,-0.622223,0.621094,0,0,0,0,0
8434.687,0,255,3.05035,-9.4855,-1.55579,-2.66846,-2.02011,0.0970521,0,0,0,0,0,0.0158691,2.64209,1.46021,0.908447,-0.500153,0.376953,0,0,0,0,0
8434.688,0,255,-1.83249,-7.95961,3.93738,0.0170898,-0.189056,1.92811,0,0,0,0,0,0.626221,0.658447,-0.0656738,-0.0681152,-0.0118713,0.0107422,0,0,0,0,0
8434.689,0,255,-5.95238,-4.1449,1.80115,-3.40088,0.299225,3.51503,0,0,0,0,0,1.23657,-1.17261,-0.981201,-0.556396,0.35434,-0.355499,0,0,0,0,0
8434.690,0,255,-9.00415,0.737932,-3.69202,-7.55127,-0.0669861,5.10195,0,0,0,0,0,1.38916,-2.85107,-0.676025,-0.312256,0.35434,-0.843781,0,0,0,0,0
8434.691,0,255,-10.9878,4.85782,-4.91272,-5.59814,-0.433197,6.68887,0,0,0,0,0,1.08398,-3.91919,0.239502,0.420166,-0.0118713,-0.843781,0,0,0,0,0
8434.692,0,255,-11.5981,7.14665,0.580444,3.19104,-0.311127,6.68887,0,0,0,0,0,0.321045,-4.07178,0.544678,1.15259,-0.133942,-0.59964,0,0,0,0,0
8434.693,0,255,-9.30932,7.60441,7.90466,12.4684,0.421295,4.4916,0,0,0,0,0,-0.441895,-3.30884,-0.37085,0.420166,-0.0118713,-0.355499,0,0,0,0,0
8434.694,0,255,-4.2739,6.84147,11.5668,14.4215,1.51993,0.829477,0,0,0,0,0,-1.05225,-1.47778,-1.28638,-0.556396,0.110199,0.0107422,0,0,0,0,0
8434.695,0,255,1.82964,5.31559,5.46326,4.65588,1.27579,-2.46643,0,0,0,0,0,-1.35742,0.658447,-1.28638,-1.28882,0.35434,0.376953,0,0,0,0,0
8434.696,0,255,7.17024,2.72158,-8.57483,-11.7017,-1.16562,-4.41957,0,0,0,0,0,-1.81519,2.33691,0.239502,-0.0681152,-0.0118713,0.865234,0,0,0,0,0
8434.697,0,255,10.6798,-1.24572,-17.7302,-19.7583,-2.99667,-5.15199,0,0,0,0,0,-1.6626,3.71021,2.37573,2.12915,-0.744293,1.23145,0,0,0,0,0
8434.698,0,255,11.7479,-6.12855,-14.3732,-13.1665,-2.26425,-5.02992,0,0,0,0,0,-1.05225,4.16797,2.98608,2.86157,-0.988434,1.10938,0,0,0,0,0
8434.699,0,255,9.91683,-9.94326,-1.55579,0.993652,0.177155,-4.05336,0,0,0,0,0,-0.441895,3.40503,1.15503,1.39673,-0.622223,1.10938,0,0,0,0,0
8434.700,0,255,5.94953,-11.0114,8.82019,9.5387,1.88614,-1.97815,0,0,0,0,0,0.473633,1.57397,-1.59155,-1.28882,0.35434,0.499023,0,0,0,0,0
8434.701,0,255,0.60893,-9.18032,8.82019,8.56213,1.76407,1.19569,0,0,0,0,0,1.23657,-0.409668,-3.11743,-2.9978,0.842621,-0.355499,0,0,0,0,0
8434.702,0,255,-5.18943,-5.06043,1.80115,2.21448,0.665436,4.61367,0,0,0,0,0,1.38916,-2.24072,-2.50708,-2.50952,0.59848,-0.965851,0,0,0,0,0
8434.703,0,255,-10.53,-0.330187,-5.2179,-3.15674,-1.16562,7.4213,0,0,0,0,0,1.38916,-3.46143,-0.0656738,0.176025,-0.0118713,-1.33206,0,0,0,0,0
8434.704,0,255,-13.5818,3.48453,-4.30237,-1.93604,-1.53183,8.03165,0,0,0,0,0,0.931396,-4.07178,1.76538,2.61743,-0.378082,-1.5762,0,0,0,0,0
8434.705,0,255,-12.6663,5.92594,3.02185,1.72607,0.299225,6.07852,0,0,0,0,0,0.321045,-3.61401,1.46021,2.61743,-0.256012,-1.33206,0,0,0,0,0
8434.706,0,255,-9.30932,6.68888,6.37878,0.749512,1.03165,3.27089,0,0,0,0,0,-0.289307,-2.24072,0.239502,0.908447,0.110199,-0.843781,0,0,0,0,0
8434.707,0,255,-4.2739,5.62076,1.80115,-4.86572,-0.0669861,0.707406,0,0,0,0,0,-0.899658,-0.104492,-0.676025,-0.556396,0.110199,-0.233429,0,0,0,0,0
8434.708,0,255,1.37187,2.41641,-7.04895,-9.01611,-1.77597,-1.61194,0,0,0,0,0,-1.81519,1.72656,-0.37085,-0.312256,-0.256012,0.621094,0,0,0,0,0
8434.709,0,255,7.01765,-2.31384,-9.49036,-3.88916,-1.77597,-4.05336,0,0,0,0,0,-1.96777,2.94727,0.544678,0.420166,-0.378082,1.23145,0,0,0,0,0
8434.710,0,255,11.5953,-7.34926,-3.69202,5.87659,-0.311127,-6.98305,0,0,0,0,0,-1.6626,3.71021,0.849854,0.664307,-0.378082,1.47559,0,0,0,0,0
8434.711,0,255,14.4945,-10.5536,6.07361,13.4449,2.00821,-9.42447,0,0,0,0,0,-1.05225,3.40503,-0.0656738,-0.556396,-0.0118713,1.59766,0,0,0,0,0
8434.712,0,255,14.4945,-10.8588,12.1771,12.9567,4.0834,-9.3024,0,0,0,0,0,-0.289307,2.18433,-2.2019,-2.50952,0.59848,1.35352,0,0,0,0,0
8434.713,0,255,10.6798,-9.02773,6.68396,2.70276,3.35098,-5.88442,0,0,0,0,0,0.168457,0.353271,-2.50708,-2.26538,0.59848,0.987305,0,0,0,0,0
8434.714,0,255,3.50811,-5.67078,-4.91272,-9.26025,0.0550842,0.341194,0,0,0,0,0,0.626221,-1.47778,-0.676025,-0.312256,-0.0118713,0.254883,0,0,0,0,0
8434.715,0,255,-5.03684,-1.85607,-11.0162,-13.4106,-3.11874,6.44473,0,0,0,0,0,1.08398,-2.85107,1.15503,1.64087,-0.256012,-0.59964,0,0,0,0,0
8434.716,0,255,-12.0559,0.89052,-5.82825,-5.354,-3.36292,9.86271,0,0,0,0,0,1.38916,-3.46143,2.07056,2.12915,-0.256012,-1.45413,0,0,0,0,0
8434.717,0,255,-15.5655,2.41641,5.46326,6.60901,-1.40976,9.98479,0,0,0,0,0,1.08398,-3.46143,0.544678,0.664307,0.110199,-1.94241,0,0,0,0,0
8434.718,0,255,-14.1922,2.87417,12.1771,13.6891,1.642,6.93302,0,0,0,0,0,0.473633,-2.69849,-1.89673,-1.53296,0.59848,-1.94241,0,0,0,0,0
8434.719,0,255,-9.76709,2.56899,10.6512,14.4215,3.83926,3.39296,0,0,0,0,0,-0.136719,-1.02002,-2.81226,-2.50952,0.720551,-1.5762,0,0,0,0,0
8434.720,0,255,-5.03684,1.50088,2.10632,8.80627,2.49649,1.5619,0,0,0,0,0,-0.74707,0.963623,-1.89673,-1.7771,0.35434,-1.08792,0,0,0,0,0
8434.721,0,255,-1.22213,-0.0250092,-3.99719,2.70276,-1.04355,1.07362,0,0,0,0,0,-1.20483,2.33691,0.239502,0.176025,-0.0118713,-0.355499,0,0,0,0,0
8434.722,0,255,3.05035,-2.46643,-2.77649,0.505371,-3.36292,-1.12366,0,0,0,0,0,-1.35742,3.25244,1.76538,1.88501,-0.500153,0.499023,0,0,0,0,0
8434.723,0,255,9.15389,-4.75525,4.54773,2.70276,-1.53183,-6.25063,0,0,0,0,0,-1.20483,3.25244,1.76538,2.37329,-0.744293,1.23145,0,0,0,0,0
8434.724,0,255,15.7152,-5.5182,9.43054,4.1676,2.49649,-11.988,0,0,0,0,0,-0.899658,2.33691,0.239502,1.39673,-0.378082,1.47559,0,0,0,0,0
8434.725,0,255,18.767,-5.06043,6.37878,0.993652,4.81586,-13.5749,0,0,0,0,0,-0.441895,0.811035,-0.981201,-0.0681152,0.110199,1.59766,0,0,0,0,0
8434.726,0,255,15.1048,-3.68713,-0.640259,-2.66846,3.83926,-9.42447,0,0,0,0,0,0.168457,-0.562256,-0.676025,-0.800537,0.232269,1.35352,0,0,0,0,0
8434.727,0,255,6.2547,-2.61901,-3.99719,-0.471191,0.421295,-1.85608,0,0,0,0,0,0.626221,-1.78296,0.239502,-0.312256,-0.133942,0.987305,0,0,0,0,0
8434.728,0,255,-3.96873,-1.5509,1.49597,8.31799,-2.14218,5.46817,0,0,0,0,0,0.473633,-3.00366,0.544678,0.420166,-0.378082,0.621094,0,0,0,0,0
8434.729,0,255,-10.9878,-0.0250092,10.0409,16.1305,-2.02011,9.25236,0,0,0,0,0,0.0158691,-3.7666,-0.0656738,0.176025,-0.133942,0.0107422,0,0,0,0,0
8434.730,0,255,-13.124,2.26382,12.7875,15.8864,0.543365,9.37443,0,0,0,0,0,0.0158691,-3.30884,-1.28638,-0.556396,0.232269,-0.843781,0,0,0,0,0
8434.731,0,255,-12.3611,5.31559,5.15808,6.60901,1.76407,7.78751,0,0,0,0,0,0.0158691,-1.78296,-1.89673,-1.04468,0.720551,-1.5762,0,0,0,0,0
8434.732,0,255,-10.9878,7.29924,-5.82825,-5.84229,0.0550842,6.68887,0,0,0,0,0,-0.136719,-0.104492,-0.676025,0.176025,0.47641,-1.82034,0,0,0,0,0
8434.733,0,255,-9.46191,6.53629,-10.7111,-11.2134,-2.38632,6.20059,0,0,0,0,0,-0.441895,1.57397,1.76538,2.61743,-0.256012,-1.5762,0,0,0,0,0
8434.734,0,255,-5.95238,3.02676,-3.38684,-3.40088,-2.63046,3.88125,0,0,0,0,0,-0.899658,2.94727,2.68091,3.59399,-0.988434,-0.965851,0,0,0,0,0
8434.735,0,255,0.761518,-0.482775,10.6512,10.2711,0.421295,-1.24573,0,0,0,0,0,-0.74707,3.25244,1.46021,1.88501,-0.622223,-0.47757,0,0,0,0,0
8434.736,0,255,8.54353,-2.31384,19.8066,18.3278,4.69379,-6.61684,0,0,0,0,0,-0.289307,2.79468,-0.981201,-1.7771,0.232269,-0.111328,0,0,0,0,0
8434.737,0,255,13.7315,-2.00866,15.5341,13.9332,5.91449,-9.54654,0,0,0,0,0,0.0158691,1.72656,-2.81226,-3.73022,0.720551,0.621094,0,0,0,0,0
8434.738,0,255,14.1893,-0.787952,2.10632,1.23779,3.10684,-9.3024,0,0,0,0,0,0.0158691,0.0480957,-2.2019,-2.50952,0.47641,1.23145,0,0,0,0,0
8434.739,0,255,10.5272,0.280167,-8.88,-9.50439,-1.16562,-6.73891,0,0,0,0,0,0.0158691,-1.63037,-0.0656738,0.420166,-0.133942,1.59766,0,0,0,0,0
8434.740,0,255,5.034,0.585344,-7.96448,-9.74854,-2.63046,-3.80921,0,0,0,0,0,-0.136719,-2.85107,2.07056,2.61743,-0.744293,1.71973,0,0,0,0,0
8434.741,0,255,0.303753,1.04311,-0.335083,-1.69189,-0.921478,-1.3678,0,0,0,0,0,-0.289307,-3.46143,1.76538,2.12915,-0.500153,1.35352,0,0,0,0,0
8434.742,0,255,-3.66355,2.56899,5.46326,5.38831,1.642,1.31776,0,0,0,0,0,-0.441895,-3.46143,-0.0656738,0.176025,-0.0118713,0.743164,0,0,0,0,0
8434.743,0,255,-8.08861,4.85782,4.54773,5.87659,1.642,5.46817,0,0,0,0,0,-0.74707,-2.39331,-1.59155,-0.800537,0.35434,0.254883,0,0,0,0,0
8434.744,0,255,-12.5137,6.23112,-0.640259,2.70276,-1.16562,9.61857,0,0,0,0,0,-0.74707,-0.714844,-1.89673,-0.800537,0.35434,-0.59964,0,0,0,0,0
8434.745,0,255,-13.2766,5.77335,-3.69202,1.48193,-3.36292,10.1069,0,0,0,0,0,-0.441895,1.11621,-0.37085,-0.0681152,0.110199,-1.45413,0,0,0,0,0
8434.746,0,255,-8.69897,4.40006,0.88562,4.41174,-1.53183,5.83438,0,0,0,0,0,-0.136719,2.64209,0.849854,-0.0681152,-0.256012,-1.69827,0,0,0,0,0
8434.747,0,255,-0.764366,3.17935,8.82019,5.87659,2.61856,-0.879514,0,0,0,0,0,-0.136719,3.25244,0.544678,-0.556396,-0.133942,-1.69827,0,0,0,0,0
8434.748,0,255,6.2547,2.56899,9.73572,1.72607,5.06,-6.25063,0,0,0,0,0,0.168457,2.94727,-0.37085,-1.04468,-0.0118713,-1.45413,0,0,0,0,0
8434.749,0,255,9.61165,1.65346,2.10632,-6.57471,3.71719,-7.59341,0,0,0,0,0,0.473633,2.03174,-0.676025,-0.312256,0.110199,-1.08792,0,0,0,0,0
8434.750,0,255,8.69612,-0.0250092,-7.04895,-12.1899,-0.311127,-5.39613,0,0,0,0,0,0.778809,0.505859,-0.676025,0.664307,-0.0118713,-0.47757,0,0,0,0,0
8434.751,0,255,5.49176,-2.31384,-9.49036,-8.28369,-3.60706,-2.58851,0,0,0,0,0,0.931396,-1.02002,0.849854,1.64087,-0.256012,0.0107422,0,0,0,0,0
8434.752,0,255,3.96588,-3.99231,-2.77649,3.19104,-2.50839,-2.22229,0,0,0,0,0,0.626221,-2.24072,1.76538,1.88501,-0.378082,0.865234,0,0,0,0,0
8434.753,0,255,3.81329,-3.22937,6.68396,12.7125,1.76407,-3.56507,0,0,0,0,0,-0.136719,-2.85107,0.849854,0.908447,-0.378082,1.59766,0,0,0,0,0
8434.754,0,255,1.82964,-0.482775,8.82019,11.4918,4.0834,-3.07679,0,0,0,0,0,-0.899658,-3.15625,-0.676025,-0.556396,-0.133942,2.08594,0,0,0,0,0
8434.755,0,255,-3.51096,2.87417,1.1908,1.72607,2.00821,1.19569,0,0,0,0,0,-1.35742,-2.39331,-1.59155,-1.53296,0.110199,1.96387,0,0,0,0,0
8434.756,0,255,-9.76709,5.46818,-8.26965,-7.30713,-2.38632,6.5668,0,0,0,0,0,-1.51001,-0.714844,-1.28638,-1.53296,0.110199,1.59766,0,0,0,0,0
8434.757,0,255,-13.124,6.38371,-9.18518,-7.30713,-4.82776,9.13029,0,0,0,0,0,-1.51001,0.811035,-0.0656738,-0.556396,-0.0118713,0.865234,0,0,0,0,0
8434.758,0,255,-11.1404,5.92594,-0.335083,0.26123,-3.11874,7.05509,0,0,0,0,0,-1.20483,1.87915,1.46021,1.39673,-0.378082,-0.111328,0,0,0,0,0
8434.759,0,255,-4.12131,4.70523,10.6512,7.58557,2.00821,1.19569,0,0,0,0,0,-0.74707,2.64209,1.76538,2.37329,-0.500153,-0.965851,0,0,0,0,0
8434.760,0,255,4.72882,2.56899,17.3652,13.4449,7.98969,-5.39613,0,0,0,0,0,0.0158691,2.64209,0.544678,1.64087,-0.256012,-1.69827,0,0,0,0,0
8434.761,0,255,12.3582,-0.177599,26.2153,25.8961,14.8257,-10.5231,0,0,0,0,0,0.931396,2.18433,-0.981201,-0.312256,0.35434,-2.30862,0,0,0,0,0
8434.762,0,255,16.7833,-2.46643,46.3569,53.24,23.8589,-13.2087,0,0,0,0,0,1.69434,1.11621,-1.59155,-1.53296,0.59848,-2.43069,0,0,0,0,0
8434.763,0,255,17.2411,-3.38196,77.485,91.5702,34.479,-13.819,-0.444977,1.18178,-0.171426,0.507488,-43.7971,1.99951,-0.25708,-0.676025,-0.800537,0.232269,-1.94241,0,0,0,0,0
8434.764,0,255,14.6471,-2.00866,108.613,125.994,44.6109,-14.1852,-0.410733,1.16003,-0.171021,0.506419,-43.6943,1.69434,-1.47778,0.544678,0.420166,-0.256012,-0.965851,0,0,0,0,0
